Id,Date,Text,Combined
1285,5.9.2018,PEOPLE SAY “ICY” IS THE EASIEST WORD TO SPELL I SEE WHY,5.9.2018  PEOPLE SAY “ICY” IS THE EASIEST WORD TO SPELL I SEE WHY
1286,5.8.2018,TEACHER SHOULDN’T HAVE TO PAY FOR THEIR OWN SCHOOL SUPPLIES OR WINE,5.8.2018  TEACHER SHOULDN’T HAVE TO PAY FOR THEIR OWN SCHOOL SUPPLIES OR WINE
1287,5.7.2018,RAISE YOUR HAND IF YOU’VE EVER BEEN PERSONALLY VICTIMIZED BY TEQUILA,5.7.2018  RAISE YOUR HAND IF YOU’VE EVER BEEN PERSONALLY VICTIMIZED BY TEQUILA
1288,5.4.2018,SHOULD I CALL YOU? OR SHOULD WE RESOLVE IT W/ A QUICK 200 TEXTS,5.4.2018  SHOULD I CALL YOU? OR SHOULD WE RESOLVE IT W/ A QUICK 200 TEXTS
1289,5.3.2018,WHAT’S MOZART UP TO THESE DAYS DECOMPOSING,5.3.2018  WHAT’S MOZART UP TO THESE DAYS DECOMPOSING
1290,4.30.2018,I WONDER HOW MANY MILES I’VE SCROLLED ON MY PHONE,4.30.2018  I WONDER HOW MANY MILES I’VE SCROLLED ON MY PHONE
1291,4.27.2018,I JUST THINK WORKING ON FRIDAYS SHOULD BE OPTIONAL,4.27.2018  I JUST THINK WORKING ON FRIDAYS SHOULD BE OPTIONAL
1292,4.25.2018,WHOEVER DECIDED FARTS ARE EMBARRASSING RLY RUINED IT FOR THE REST OF US,4.25.2018  WHOEVER DECIDED FARTS ARE EMBARRASSING RLY RUINED IT FOR THE REST OF US
1293,4.24.2018,THIS IS AN A & BHAGWAN CONVERSATION SO SHEELA YOUR WAY OUT OF IT,4.24.2018  THIS IS AN A & BHAGWAN CONVERSATION SO SHEELA YOUR WAY OUT OF IT
1294,4.23.2018,ME: HELLO DARKNESS MY OLD FRIEND    DARKNESS: I HAVE A BOYFRIEND,4.23.2018  ME: HELLO DARKNESS MY OLD FRIEND    DARKNESS: I HAVE A BOYFRIEND
1295,4.20.2018,"I don’t always roll a joint, but when I do it’s my ankle.","4.20.2018  I don’t always roll a joint, but when I do it’s my ankle."
1296,4.19.2018,TACOS UP…PINKIES OUT,4.19.2018  TACOS UP…PINKIES OUT
1297,4.18.2018,"“TO US, FAMILY MEANS PUTTING YOUR ARMS AROUND EACH OTHER BEING THERE”","4.18.2018  “TO US, FAMILY MEANS PUTTING YOUR ARMS AROUND EACH OTHER BEING THERE”"
1298,4.17.2018,WHAT IS PACMAN’S FAVORITE COOKING UTENSIL? A WOK A WOK A WOK A WOK,4.17.2018  WHAT IS PACMAN’S FAVORITE COOKING UTENSIL? A WOK A WOK A WOK A WOK
1299,4.16.2018,Me: Skin Care!,4.16.2018  Me: Skin Care!
1300,4.13.2018,"Me during the week: My body is a temple
Me during the weekend: My body is a frat house","4.13.2018  Me during the week: My body is a temple
Me during the weekend: My body is a frat house"
1301,4.12.2018,"Who knows what tomorrow will bring, but I hope it’s margaritas.","4.12.2018  Who knows what tomorrow will bring, but I hope it’s margaritas."
1302,4.11.2018,POLLEN: WHEN FLOWERS CAN’T KEEP IT IN THEIR PANTS,4.11.2018  POLLEN: WHEN FLOWERS CAN’T KEEP IT IN THEIR PANTS
1303,4.10.2018,WHOEVER DECIDED ON 30 MINUTES OF RECESS SHOULD ADOPT A 6YR OLD,4.10.2018  WHOEVER DECIDED ON 30 MINUTES OF RECESS SHOULD ADOPT A 6YR OLD
1304,4.9.2018,SARCASM: JUST ONE OF THE MANY SERVICES WE OFFER,4.9.2018  SARCASM: JUST ONE OF THE MANY SERVICES WE OFFER
1305,4.6.2018,I wish there was a formula for making friends… the squadratic formula,4.6.2018  I wish there was a formula for making friends… the squadratic formula
1306,4.5.2018,Remember Hozier? That wild son of a gun loved church.,4.5.2018  Remember Hozier? That wild son of a gun loved church.
1307,4.3.2018,I’VE SPENT MY WHOLE ADULT LIFE CHASING THE HIGH OF A SCHOLASTIC BOOK FAIR,4.3.2018  I’VE SPENT MY WHOLE ADULT LIFE CHASING THE HIGH OF A SCHOLASTIC BOOK FAIR
1308,4.2.2018,CAN WE START SUNDAY OVER AGAIN? I WASN’T READY,4.2.2018  CAN WE START SUNDAY OVER AGAIN? I WASN’T READY
1309,3.29.2018,"In a group of 3 friends, 2 friends always teams up & the 3rd gets insulted","3.29.2018  In a group of 3 friends, 2 friends always teams up & the 3rd gets insulted"
1310,3.28.2018,"VEGETABLE HAS SEVEN LETTERS IN IT, BUT THEN AGAIN, SO DOES GUACAMOLE","3.28.2018  VEGETABLE HAS SEVEN LETTERS IN IT, BUT THEN AGAIN, SO DOES GUACAMOLE"
1311,3.27.2018,PHARELL WILLIAMS AND WILL FERRELL HAVE REVERSE NAMES,3.27.2018  PHARELL WILLIAMS AND WILL FERRELL HAVE REVERSE NAMES
1312,3.26.2018,LIFE IS A COMBINATION OF MAGIC AND TACOS,3.26.2018  LIFE IS A COMBINATION OF MAGIC AND TACOS
1313,3.23.2018,IN THE SOUTH JEET IS ACTUALLY A PHRASE MEANING DID YOU EAT,3.23.2018  IN THE SOUTH JEET IS ACTUALLY A PHRASE MEANING DID YOU EAT
1314,3.22.2018,HAVE Y’ALL SEEN BEN AFFLECK’S BACK TATTOO,3.22.2018  HAVE Y’ALL SEEN BEN AFFLECK’S BACK TATTOO
1315,3.21.2018,SO WHO ELSE IS READY TO BREAK THAT WHOLE “DRINK LESS” RESOLUTION THING,3.21.2018  SO WHO ELSE IS READY TO BREAK THAT WHOLE “DRINK LESS” RESOLUTION THING
1316,3.20.2018,"SHE’S A GOOD GIRL, LOVES HER LLAMA, LOVES CHEEZ-ITS, AND ASPARAGUS TOO.","3.20.2018  SHE’S A GOOD GIRL, LOVES HER LLAMA, LOVES CHEEZ-ITS, AND ASPARAGUS TOO."
1317,3.19.2018,FOLLOW FOR MORE COMPLAINTS,3.19.2018  FOLLOW FOR MORE COMPLAINTS
1318,3.16.2018,GIRLS DON’T LIKE BOYS GIRLS LIKE MEMES AND MONEY,3.16.2018  GIRLS DON’T LIKE BOYS GIRLS LIKE MEMES AND MONEY
1319,3.15.2018,"MILLENNIALS, WALKING AROUND LIKE THEY RENT THE PLACE","3.15.2018  MILLENNIALS, WALKING AROUND LIKE THEY RENT THE PLACE"
1320,3.14.2018,MY DAD THOUGHT SKRILLEX WAS A POKEMON,3.14.2018  MY DAD THOUGHT SKRILLEX WAS A POKEMON
1321,3.13.2018,"I MAY LOOK LIKE I DON’T CARE, BUT DEEP DOWN. I REALLY DON’T CARE","3.13.2018  I MAY LOOK LIKE I DON’T CARE, BUT DEEP DOWN. I REALLY DON’T CARE"
1322,3.9.2018,IS SOUTH BY SOUTHWEST ONE OF KIM KARDASHIAN’S KIDS?,3.9.2018  IS SOUTH BY SOUTHWEST ONE OF KIM KARDASHIAN’S KIDS?
1323,3.8.2018,PLASTICS BAGS ARE CITY TUMBLEWEEDS,3.8.2018  PLASTICS BAGS ARE CITY TUMBLEWEEDS
1324,3.7.2018,"NOW IF YOU’LL EXCUSE ME, TONIGHT’S BAD DECISIONS AREN’T GOING TO MAKE THEMSELVES","3.7.2018  NOW IF YOU’LL EXCUSE ME, TONIGHT’S BAD DECISIONS AREN’T GOING TO MAKE THEMSELVES"
1325,3.6.2018,IF YOU DON’T LIKE AVOCADO YOU CAN LEAVE,3.6.2018  IF YOU DON’T LIKE AVOCADO YOU CAN LEAVE
1326,3.5.2018,I JUDGE EVERY OSCARS GOWN MEANWHILE I’M SITTING ON THE COUCH IN SWEATPANTS,3.5.2018  I JUDGE EVERY OSCARS GOWN MEANWHILE I’M SITTING ON THE COUCH IN SWEATPANTS
1327,3.2.2018,I FINALLY QUIT DRINKING FOR GOOD! NOW I DRINK FOR EVIL,3.2.2018  I FINALLY QUIT DRINKING FOR GOOD! NOW I DRINK FOR EVIL
1328,3.1.2018,DANCE LIKE NO ONE’S WATCHING… BECAUSE THEY AREN’T. THEY’RE CHECKING THEIR PHONE,3.1.2018  DANCE LIKE NO ONE’S WATCHING… BECAUSE THEY AREN’T. THEY’RE CHECKING THEIR PHONE
1329,2.28.2018,I DON’T NEED TO WRITE THAT DOWN AND OTHER LIES I TELL MYSELF,2.28.2018  I DON’T NEED TO WRITE THAT DOWN AND OTHER LIES I TELL MYSELF
1330,2.27.2018,I SNACK SO MY KITCHEN DOESN’T GET LONELY IN BETWEEN MEALS,2.27.2018  I SNACK SO MY KITCHEN DOESN’T GET LONELY IN BETWEEN MEALS
1331,2.26.2018,“OH WE’RE $7 NOW” – LATTES,2.26.2018  “OH WE’RE $7 NOW” – LATTES
1332,2.23.2018,SOME MORNINGS I WAKE UP GRUMPY ON OTHER I LET HIM SLEEP IN,2.23.2018  SOME MORNINGS I WAKE UP GRUMPY ON OTHER I LET HIM SLEEP IN
1333,2.22.2018,YOU CAN’T TEXT YOUR EX WITH A MARGARITA IN BOTH HANDS,2.22.2018  YOU CAN’T TEXT YOUR EX WITH A MARGARITA IN BOTH HANDS
1334,2.21.2018,MANKIND? NO. MAN MEAN,2.21.2018  MANKIND? NO. MAN MEAN
1335,2.20.2018,"HONEY, I CONTOURED THE KIDS","2.20.2018  HONEY, I CONTOURED THE KIDS"
1336,2.19.2018,APPARENTLY YOU CAN’T USE “BEEF STEW” AS A PASSWORD ITS NOT STROGANOFF,2.19.2018  APPARENTLY YOU CAN’T USE “BEEF STEW” AS A PASSWORD ITS NOT STROGANOFF
1337,2.16.2018,THE FIRST STEP TO ROBBING A BANK IS PICKING OUT A CUTE OUTIFT,2.16.2018  THE FIRST STEP TO ROBBING A BANK IS PICKING OUT A CUTE OUTIFT
1338,2.15.2018,MY MOM DOESN’T EVEN TEXT ME BACK,2.15.2018  MY MOM DOESN’T EVEN TEXT ME BACK
1339,2.14.2018,HAPPY ALENTINE’S AY TO THOSE WHO WONT BE GETTING THE V OR D THIS YEAR,2.14.2018  HAPPY ALENTINE’S AY TO THOSE WHO WONT BE GETTING THE V OR D THIS YEAR
1340,2.13.2018,SAY NO TO DRUGS…SAY YES TO TACOS,2.13.2018  SAY NO TO DRUGS…SAY YES TO TACOS
1341,2.12.2018,"FARTS ARE LIKE CHILDREN, I’M PROUD OF MINE & DISGUSTED BY YOURS","2.12.2018  FARTS ARE LIKE CHILDREN, I’M PROUD OF MINE & DISGUSTED BY YOURS"
1342,2.9.2018,THE WINTER OLYMPICS ARE REALLY JUST SEVERAL DIFFERENT TYPES OF SLIDING,2.9.2018  THE WINTER OLYMPICS ARE REALLY JUST SEVERAL DIFFERENT TYPES OF SLIDING
1343,2.8.2018,I’M AS EMOTIONALLY STABLE AS AN IKEA TABLE,2.8.2018  I’M AS EMOTIONALLY STABLE AS AN IKEA TABLE
1344,2.7.2018,BETTER TO HAVE A FRIEND WITH 2 CHINS THAN A FRIEND WITH 2 FACES,2.7.2018  BETTER TO HAVE A FRIEND WITH 2 CHINS THAN A FRIEND WITH 2 FACES
1345,2.6.2018,TO BAE OR NOT TO BAE THAT IS THE QUESTION,2.6.2018  TO BAE OR NOT TO BAE THAT IS THE QUESTION
1346,2.5.2018,ON MONDAYS WE DRINK WINE AND WATCH WOMEN CRY IN LIMOS,2.5.2018  ON MONDAYS WE DRINK WINE AND WATCH WOMEN CRY IN LIMOS
1347,2.2.2018,UPTOWN FUNK WOULD’VE MADE IT ON THE SHREK SOUNDTRACK,2.2.2018  UPTOWN FUNK WOULD’VE MADE IT ON THE SHREK SOUNDTRACK
1348,2.1.2018,"MARGARITAS ARE THE ANSWER, BUT I DON’T REMEMBER THE QUESTION","2.1.2018  MARGARITAS ARE THE ANSWER, BUT I DON’T REMEMBER THE QUESTION"
1349,1.31.2018,"IF I DON’T TALK TO MYSELF, WHO WILL?","1.31.2018  IF I DON’T TALK TO MYSELF, WHO WILL?"
1350,1.30.2018,“DO NOT BITE THE HAND THAT FEEDS YOU BUT A NIBBLE OK” – DOG PROVERB,1.30.2018  “DO NOT BITE THE HAND THAT FEEDS YOU BUT A NIBBLE OK” – DOG PROVERB
1351,1.29.2018,LATER IS THE BEST TIME TO DO ANYTHING,1.29.2018  LATER IS THE BEST TIME TO DO ANYTHING
1352,1.26.2018,THE PRE-GOING OUT NAP MAKES OR BREAKS YOU,1.26.2018  THE PRE-GOING OUT NAP MAKES OR BREAKS YOU
1353,1.25.2018,MY WIFE SAID I NEVER LISTEN TO HER OR SOMETHING LIKE THAT,1.25.2018  MY WIFE SAID I NEVER LISTEN TO HER OR SOMETHING LIKE THAT
1354,1.24.2018,LIFE IS A COMBINATION OF MAGIC AND TACOS,1.24.2018  LIFE IS A COMBINATION OF MAGIC AND TACOS
1355,1.23.2018,#FLUSZN,1.23.2018  #FLUSZN
1356,1.22.2018,YOU CALL IT LAUNDRY DETERGENT. I CALL IT LAUNDRY SAUCE,1.22.2018  YOU CALL IT LAUNDRY DETERGENT. I CALL IT LAUNDRY SAUCE
1357,1.19.2018,WHAT DO YOU CALL CHEESE THAT ISN’T YOURS? NACHO CHEESE HAHA SOMEONE DATE ME,1.19.2018  WHAT DO YOU CALL CHEESE THAT ISN’T YOURS? NACHO CHEESE HAHA SOMEONE DATE ME
1358,1.18.2018,TRY OUR NEW TIDE POD ENCHILADAS,1.18.2018  TRY OUR NEW TIDE POD ENCHILADAS
1359,1.17.2018,TEXAS IS CLOSED UNTIL FURTHER NOTICE,1.17.2018  TEXAS IS CLOSED UNTIL FURTHER NOTICE
1360,1.15.2018,HOW DO NUDISTS CLEAN THEIR GLASSES?,1.15.2018  HOW DO NUDISTS CLEAN THEIR GLASSES?
1361,1.12.2018,I SYMPATHIZE WITH BATTERIES… I’M NEVER INCLUDED IN ANYTHING EITHER,1.12.2018  I SYMPATHIZE WITH BATTERIES… I’M NEVER INCLUDED IN ANYTHING EITHER
1362,1.11.2018,FREUDIAN SLIPS HAPPEN TO THE BREAST OF US,1.11.2018  FREUDIAN SLIPS HAPPEN TO THE BREAST OF US
1363,1.10.2018,HOW MANY LOWE’S COULD A ROB LOWE ROB IF ROB LOWE COULD ROB LOWE’S,1.10.2018  HOW MANY LOWE’S COULD A ROB LOWE ROB IF ROB LOWE COULD ROB LOWE’S
1364,1.9.2018,ALL I’M SAYIN IS YOU’VE NEVER SEEN ME CRYING AND EATING TACOS AT THE SAME TIME,1.9.2018  ALL I’M SAYIN IS YOU’VE NEVER SEEN ME CRYING AND EATING TACOS AT THE SAME TIME
1365,1.8.2018,TIME FLIES LIKE AN ARROW FRUIT FLIES LIKE A BANANA,1.8.2018  TIME FLIES LIKE AN ARROW FRUIT FLIES LIKE A BANANA
1366,1.5.2018,"HOW DID MARIO BREAK UP WITH PEACH? IT’S NOT YOU. IT’S A ME, MARIO!","1.5.2018  HOW DID MARIO BREAK UP WITH PEACH? IT’S NOT YOU. IT’S A ME, MARIO!"
1367,1.4.2018,MY FAVORITE OUTDOOR ACTIVITY IS GOING BACK INSIDE WHERE IT’S WARM,1.4.2018  MY FAVORITE OUTDOOR ACTIVITY IS GOING BACK INSIDE WHERE IT’S WARM
1368,1.3.2018,SOMETIMES SALAD MAKES ME SAD,1.3.2018  SOMETIMES SALAD MAKES ME SAD
1369,1.2.2018,NEW YEAR WHO DIS,1.2.2018  NEW YEAR WHO DIS
1370,12.29.2017,TACO GANG  TACO GANG   TACO GANG   TACO GANG,12.29.2017  TACO GANG  TACO GANG   TACO GANG   TACO GANG
1371,12.27.2017,IT’S SO RUDE WHEN PEOPLE DON’T CANCEL LAST MINUTE,12.27.2017  IT’S SO RUDE WHEN PEOPLE DON’T CANCEL LAST MINUTE
1372,12.21.2017,NETFLIX AND CHILL….ED MARGARITAS,12.21.2017  NETFLIX AND CHILL….ED MARGARITAS
1373,12.20.2017,DARTH VADER: LUKE,12.20.2017  DARTH VADER: LUKE
1374,12.19.2017,WHY ARE THERE SO MANY DAYS? I FEEL LIKE WE JUST HAD A WHOLE DAY YESTERDAY,12.19.2017  WHY ARE THERE SO MANY DAYS? I FEEL LIKE WE JUST HAD A WHOLE DAY YESTERDAY
1375,12.18.2017,TELL SANTA WHAT YOU WANT WHAT YOU REALLY REALLY WANT,12.18.2017  TELL SANTA WHAT YOU WANT WHAT YOU REALLY REALLY WANT
1376,12.15.2017,ARE YOU DRUNK? YES  NO                     X,12.15.2017  ARE YOU DRUNK? YES  NO                     X
1377,12.14.2017,IT’S GUAC O’CLOCK,12.14.2017  IT’S GUAC O’CLOCK
1378,12.13.2017,"NO MATTER HOW BADLY U SPELL BENDICT CUCUMBERPATCH, U STILL KNOW WHO IT IS","12.13.2017  NO MATTER HOW BADLY U SPELL BENDICT CUCUMBERPATCH, U STILL KNOW WHO IT IS"
1379,12.12.2017,"GIVE A MAN A FISH… AND, APPARENTLY YOU’RE A CRAPPY SECRET SANTA","12.12.2017  GIVE A MAN A FISH… AND, APPARENTLY YOU’RE A CRAPPY SECRET SANTA"
1380,12.11.2017,HOW DO YOU FIND WILL SMITH IN THE SNOW? LOOK FOR FRESH PRINTS,12.11.2017  HOW DO YOU FIND WILL SMITH IN THE SNOW? LOOK FOR FRESH PRINTS
1381,12.8.2017,HEAVEN HAS A NEW ST. PETER,12.8.2017  HEAVEN HAS A NEW ST. PETER
1382,12.7.2017,WHY BE FULL OF HATE. WHEN YOU COULD FULL OF QUESO INSTEAD.,12.7.2017  WHY BE FULL OF HATE. WHEN YOU COULD FULL OF QUESO INSTEAD.
1383,12.6.2017,TELL SANTA WHAT YOU WANT WHAT YOU REALLY REALLY WANT,12.6.2017  TELL SANTA WHAT YOU WANT WHAT YOU REALLY REALLY WANT
1384,12.5.2017,IF WHAT YOU’RE DOING SEEMS DANGEROUS,12.5.2017  IF WHAT YOU’RE DOING SEEMS DANGEROUS
1385,12.4.2017,THANK GOD FOR SEAMLESS SOCKS EVERY PARENT EVERYWHERE,12.4.2017  THANK GOD FOR SEAMLESS SOCKS EVERY PARENT EVERYWHERE
1386,12.1.2017,IS THAT A TACO IN YOUR PANTS OR ARE YOU JUST HAPPY TO SEE ME,12.1.2017  IS THAT A TACO IN YOUR PANTS OR ARE YOU JUST HAPPY TO SEE ME
1387,11.30.2017,IT’S UGLY UNTIL RIHANNA DECIDES IT’S NOT,11.30.2017  IT’S UGLY UNTIL RIHANNA DECIDES IT’S NOT
1388,11.29.2017,A DAY WITHOUT QUESO IS LIKE… JK. I HAVE NO IDEA,11.29.2017  A DAY WITHOUT QUESO IS LIKE… JK. I HAVE NO IDEA
1389,11.28.2017,AT&T AND TIME WARNER COMBINE FORCES TO USHER IN CUSTOMER SERVICE APOCALYPSE,11.28.2017  AT&T AND TIME WARNER COMBINE FORCES TO USHER IN CUSTOMER SERVICE APOCALYPSE
1390,11.27.2017,BUT FIRST. TEQUILA. I MEAN COFFEE. IT’S MONDAY…,11.27.2017  BUT FIRST. TEQUILA. I MEAN COFFEE. IT’S MONDAY…
1391,11.22.2017,HAPPY TEXT YOUR HOMETOWN EX NIGHT,11.22.2017  HAPPY TEXT YOUR HOMETOWN EX NIGHT
1392,11.21.2017,YOU SAY 4 HOUR CAR RIDE… I SAY 4 HOUR LIVE CONCERT FEATURING ME,11.21.2017  YOU SAY 4 HOUR CAR RIDE… I SAY 4 HOUR LIVE CONCERT FEATURING ME
1393,11.20.2017,DON’T CRY BECAUSE IT’S OVER CRY BECAUSE YOU’RE UGLY,11.20.2017  DON’T CRY BECAUSE IT’S OVER CRY BECAUSE YOU’RE UGLY
1394,11.17.2017,IN TIME FOR XMAS EL ARROYO BIG BOOK OF SIGNS! ORDER AT ELARROYO.COM/STORE,11.17.2017  IN TIME FOR XMAS EL ARROYO BIG BOOK OF SIGNS! ORDER AT ELARROYO.COM/STORE
1395,11.16.2017,WHAT DID THE NUT SAY WHEN IT WAS CHASING THE OTHER NUT? I’M A CASHEW,11.16.2017  WHAT DID THE NUT SAY WHEN IT WAS CHASING THE OTHER NUT? I’M A CASHEW
1396,11.15.2017,WEDNESDAYS ARE THE MIDDLE FINGER OF THE WEEK,11.15.2017  WEDNESDAYS ARE THE MIDDLE FINGER OF THE WEEK
1397,11.14.2017,ANOTHER ACTRESS STEPS FORWARD ACCUSING MCCONAUGHEY OF BEING ALRIGHT,11.14.2017  ANOTHER ACTRESS STEPS FORWARD ACCUSING MCCONAUGHEY OF BEING ALRIGHT
1398,11.13.2017,IN A WORLD WHERE YOU CAN ANYTHING. BE KIND.,11.13.2017  IN A WORLD WHERE YOU CAN ANYTHING. BE KIND.
1399,11.10.2017,DON’T JUDGE A BOOK BY ITS MOVIE,11.10.2017  DON’T JUDGE A BOOK BY ITS MOVIE
1400,11.9.2017,JUST ONE MARGARITA AQND OTHER LIES I TELL MYSELF,11.9.2017  JUST ONE MARGARITA AQND OTHER LIES I TELL MYSELF
1401,11.8.2017,DEAR APPLE. NO ONES USES THE WORD “DUCKING”,11.8.2017  DEAR APPLE. NO ONES USES THE WORD “DUCKING”
1402,11.7.2017,INSURANCE MUST BE REALLY EXPENSIVE IN THE MARVEL WORLD,11.7.2017  INSURANCE MUST BE REALLY EXPENSIVE IN THE MARVEL WORLD
1403,11.6.2017,ANTS ARE HEALTHY BECAUSE THEY HAVE LITTLE ANTIBODIES,11.6.2017  ANTS ARE HEALTHY BECAUSE THEY HAVE LITTLE ANTIBODIES
1404,11.3.2017,MY FAVE EXERCISE IS A CROSS BETWEEN A LUNGE & A CRUNCH  CALLED LUNCH,11.3.2017  MY FAVE EXERCISE IS A CROSS BETWEEN A LUNGE & A CRUNCH  CALLED LUNCH
1405,11.2.2017,STRESS LEVEL: WINONA RYDER IN EVERY SINGLE SCENE OF STRANGER THINGS,11.2.2017  STRESS LEVEL: WINONA RYDER IN EVERY SINGLE SCENE OF STRANGER THINGS
1406,11.1.2017,HAPPY NATIONAL COOK FOR YOUR PETS DAY,11.1.2017  HAPPY NATIONAL COOK FOR YOUR PETS DAY
1407,10.31.2017,VAMPIRES ARE JUST CANNIBALS ON A JUICE DIET,10.31.2017  VAMPIRES ARE JUST CANNIBALS ON A JUICE DIET
1408,10.30.2017,POLITICAL CORRECTNESS OFFENDS ME,10.30.2017  POLITICAL CORRECTNESS OFFENDS ME
1409,10.27.2017,A LIGHTBULB *FLICKERS* ME: NICE STRANGER THINGS REFERENCE,10.27.2017  A LIGHTBULB *FLICKERS* ME: NICE STRANGER THINGS REFERENCE
1410,10.26.2017,ALL THESE GHOSTS AND I STILL CANT FIND A BOO,10.26.2017  ALL THESE GHOSTS AND I STILL CANT FIND A BOO
1411,10.25.2017,MY WINTER SWEATER BODY IS ON POINT,10.25.2017  MY WINTER SWEATER BODY IS ON POINT
1412,10.24.2017,CANT WAIT TO SIT AT HOME & WATCH THE WORLD SERIES. JUST LIKE THE YANKEES,10.24.2017  CANT WAIT TO SIT AT HOME & WATCH THE WORLD SERIES. JUST LIKE THE YANKEES
1413,10.23.2017,LIFE: MONDAY ME: *SWIPES LEFT*,10.23.2017  LIFE: MONDAY ME: *SWIPES LEFT*
1414,10.20.2017,THE ONLY THING GETTING LIT THIS WKND ARE MY FALL SCENTED CANDLES,10.20.2017  THE ONLY THING GETTING LIT THIS WKND ARE MY FALL SCENTED CANDLES
1415,10.19.2017,MAKE POUR DECISIONS,10.19.2017  MAKE POUR DECISIONS
1416,10.18.2017,OUTDATED MEMES SHOULD BE CALLED MEMERIES,10.18.2017  OUTDATED MEMES SHOULD BE CALLED MEMERIES
1417,10.17.2017,MICHAEL BUBLE IS PROBABLY DEFORSTING AS WE SPEAK,10.17.2017  MICHAEL BUBLE IS PROBABLY DEFORSTING AS WE SPEAK
1418,10.16.2017,DES..PA..CITO IDK THE WORDS SO I SAY DORITO,10.16.2017  DES..PA..CITO IDK THE WORDS SO I SAY DORITO
1419,10.13.2017,JAY Z EATS HERE FOR FREE,10.13.2017  JAY Z EATS HERE FOR FREE
1420,10.12.2017,THIS TEQUILA TASTES LIKE I’M NOT GOING TO WORK TOMORROW,10.12.2017  THIS TEQUILA TASTES LIKE I’M NOT GOING TO WORK TOMORROW
1421,10.11.2017,REMAINS TO BE SEEN IF GLASS COFFINS BECOME POPULAR,10.11.2017  REMAINS TO BE SEEN IF GLASS COFFINS BECOME POPULAR
1422,10.10.2017,QUESO IS MY LOVE LANGUAGE,10.10.2017  QUESO IS MY LOVE LANGUAGE
1423,10.6.2017,WHY DOESN’T AUSTIN HAVE A THREE-DAY SLEEP FESTIVAL,10.6.2017  WHY DOESN’T AUSTIN HAVE A THREE-DAY SLEEP FESTIVAL
1424,10.5.2017,I’D LIKE A FRIDAY ON THE ROCKS W/ SALT. PLEASE,10.5.2017  I’D LIKE A FRIDAY ON THE ROCKS W/ SALT. PLEASE
1425,10.4.2017,FARTS ARE JUST GHOSTS OF THE THINGS WE ATE,10.4.2017  FARTS ARE JUST GHOSTS OF THE THINGS WE ATE
1426,10.3.2017,YOU NEVER SLOW DOWN. YOU NEVER GET OLD,10.3.2017  YOU NEVER SLOW DOWN. YOU NEVER GET OLD
1427,10.2.2017,TRUTH OR DARE? DARE. ORDER ME SOME TACOS,10.2.2017  TRUTH OR DARE? DARE. ORDER ME SOME TACOS
1428,9.29.2017,HOW’D THE HIPSTER BURN HIS TONGUE? HE DRANK HIS COFFEE B4 IT WAS COOL,9.29.2017  HOW’D THE HIPSTER BURN HIS TONGUE? HE DRANK HIS COFFEE B4 IT WAS COOL
1429,9.28.2017,DINOSAURS DIDN’T HAVE BEER AND LOOK HOW THAT TURNED OUT,9.28.2017  DINOSAURS DIDN’T HAVE BEER AND LOOK HOW THAT TURNED OUT
1430,9.27.2017,IS KYLIE JENENR PREGNANT? OR DID SHE JUST EAT TOO MUCH QUESO,9.27.2017  IS KYLIE JENENR PREGNANT? OR DID SHE JUST EAT TOO MUCH QUESO
1431,9.26.2017,TWEET OTHERS HOW YOU WANT TO BE TWEETED,9.26.2017  TWEET OTHERS HOW YOU WANT TO BE TWEETED
1432,9.25.2017,DISNEY CHANNEL ORIGNIAL MOVIE AND CHILL,9.25.2017  DISNEY CHANNEL ORIGNIAL MOVIE AND CHILL
1433,9.21.2017,WANNA DO SOMETHING FUN? WANNA GO TO DOLLAR MARGS,9.21.2017  WANNA DO SOMETHING FUN? WANNA GO TO DOLLAR MARGS
1434,9.20.2017,HOW DOES WIKIPEDIA KNOW THE HEIGHT OF EVERY CELEBRITY,9.20.2017  HOW DOES WIKIPEDIA KNOW THE HEIGHT OF EVERY CELEBRITY
1435,9.19.2017,THE WORST PART ABOUT PARALLEL PARKING IS THE WITNESSES,9.19.2017  THE WORST PART ABOUT PARALLEL PARKING IS THE WITNESSES
1436,9.18.2017,IPHONE CHARGERS SHOULD BE CALLED APPLE JUICE,9.18.2017  IPHONE CHARGERS SHOULD BE CALLED APPLE JUICE
1437,9.15.2017,A BURRITO IS A SLEEPING BAG FOR GROUND BEEF,9.15.2017  A BURRITO IS A SLEEPING BAG FOR GROUND BEEF
1438,9.14.2017,TEQUILA.. HAPPY WATER FOR FUN PEOPLE,9.14.2017  TEQUILA.. HAPPY WATER FOR FUN PEOPLE
1439,9.13.2017,Can’t wait to crack the front and back of my new iPhone X,9.13.2017  Can’t wait to crack the front and back of my new iPhone X
1440,9.12.2017,Don’t drink and Amazon prime,9.12.2017  Don’t drink and Amazon prime
1441,9.11.2017,Send love & your donations to those affected by Irma,9.11.2017  Send love & your donations to those affected by Irma
1442,9.8.2017,Look what you made me do. TEQUILA,9.8.2017  Look what you made me do. TEQUILA
1443,9.7.2017,Life & beer are very similar: Chill for best results,9.7.2017  Life & beer are very similar: Chill for best results
1444,9.6.2017,Coffee keeps me busy until it’s acceptable to drink margs,9.6.2017  Coffee keeps me busy until it’s acceptable to drink margs
1445,9.5.2017,The Tuesday after a 3 day wknd is like a Monday on steroids,9.5.2017  The Tuesday after a 3 day wknd is like a Monday on steroids
